name,turnover,holding_period_days,concentration_hhi,buy_sell_symmetry,volatility_pref,ind_交通运输,ind_传媒,ind_公用事业,ind_农林牧渔,ind_化工,ind_医药生物,ind_商贸零售,ind_国防军工,ind_基础化工,ind_家用电器,ind_建筑材料,ind_建筑装饰,ind_房地产,ind_有色金属,ind_机械设备,ind_汽车,ind_煤炭,ind_环保,ind_电力设备,ind_电子,ind_石油石化,ind_社会服务,ind_纺织服饰,ind_综合,ind_美容护理,ind_计算机,ind_轻工制造,ind_通信,ind_钢铁,ind_银行,ind_非银金融,ind_食品饮料
医疗etf增强,25.96989728643057,12.434114166545418,0.21124349131035947,0.4997936823657061,0.13916937193482423,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,0.9066198102562842,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,0.006555487461876308,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,0.056384279109641534,0.030439545903085004,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08,3.1331039744824175e-08
半导体优选策略,7.750919590345711,46.04856985572402,0.22396334352187602,0.5168711844107673,0.10843243399388344,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,0.9999978434079485,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08,6.95674855330471e-08
双创50增强,4.141378046365643,61.79916020082154,0.06852993865774704,0.5086031289321324,0.3928522637484911,3.897602620734114e-08,0.08114235810065171,3.897602620734114e-08,0.0033399727850670475,3.897602620734114e-08,0.1011478155687051,3.897602620734114e-08,0.00917655480038431,3.897602620734114e-08,3.897602620734114e-08,3.897602620734114e-08,3.897602620734114e-08,3.897602620734114e-08,0.007468468871209337,0.029373853939423492,3.897602620734114e-08,3.897602620734114e-08,3.897602620734114e-08,0.14549621914676322,0.3157583122026167,3.897602620734114e-08,3.897602620734114e-08,0.010593177147984485,3.897602620734114e-08,0.03205275364369687,0.1269192319687003,3.897602620734114e-08,0.10573810068802357,3.897602620734114e-08,3.897602620734114e-08,0.03179244059227589,3.897602620734114e-08
国企etf增强,24.42552586856884,11.83101959698536,0.1351091789469387,0.4998181939279535,0.04648746530635947,0.15680620592325203,0.013806726037052098,0.03533561611722285,0.013372995253507186,1.859188326444909e-08,0.08057768847419058,0.06463385170130209,1.859188326444909e-08,0.02091074188363021,1.859188326444909e-08,0.004233726521223791,0.10023165507177223,0.1297469480685415,1.859188326444909e-08,1.859188326444909e-08,0.03595835792648441,1.859188326444909e-08,1.859188326444909e-08,1.859188326444909e-08,0.02882606957836475,1.859188326444909e-08,0.09380737512916765,0.05047483679155063,1.859188326444909e-08,1.859188326444909e-08,0.004519669394899149,1.859188326444909e-08,1.859188326444909e-08,1.859188326444909e-08,0.07640480826373103,0.04549027328149306,0.04486219429624902
国证2000ETF增强,14.607181965886623,20.851845216768183,0.11604698218655579,0.5000671953859821,0.14255692779525522,0.00867555053066973,0.011564367738481886,0.003168994879598538,0.001844674683421978,1.7167749496714545e-07,0.10315906677006456,0.001501491370982654,0.011905834275971538,0.026024934817059513,0.005839438313812485,0.019175517800355313,0.008392626018963872,0.015688232845087687,0.14578873473909387,0.048843277383122684,0.022678768762654882,0.012108928752517671,0.0012321293813792032,0.0534216758254035,0.19147070839439256,0.07012402480101161,0.006339191501661846,0.001491705753769527,0.09290660694487313,0.005782784740473328,0.06256334792265852,0.014544517373616563,0.006088027326524912,0.0038388804649603396,0.022107769414394157,0.020667223554124838,0.0010607952414019917
均衡持仓,7.238522510195833,63.96118560338744,0.08476455766786194,0.5004963089168787,0.09136933888664049,0.007413626368484965,6.456687705486499e-08,0.043030184235806554,6.456687705486499e-08,6.456687705486499e-08,0.09747735447672923,0.03012249482464105,6.456687705486499e-08,0.1234611967965145,0.031750262586442354,0.03408504546063929,0.07929367843739649,0.024118656315414672,0.00813949913178972,0.06310493468061759,6.456687705486499e-08,6.456687705486499e-08,0.05108257638535548,0.032001962873781195,6.456687705486499e-08,0.00990986617061522,0.020541184582952957,0.09671406553588517,6.456687705486499e-08,0.019821172556522673,0.037877619424166405,0.1579878488540151,6.456687705486499e-08,6.456687705486499e-08,6.456687705486499e-08,6.456687705486499e-08,0.03206599549970458
形态识别,18.369368703715864,6.786335105728639,0.06703452886410362,0.5005648326324001,0.1775326613219495,0.09804322849352935,0.018912307818224807,0.08189272103270095,0.012997579496957987,2.6698761367439553e-06,0.092483658104461,0.01955251608704161,0.018636408584575825,0.0513757299715626,0.01952663026447923,0.00877291556896633,0.016363826657937997,0.050530507550610476,0.025673656401135163,0.04975787420236428,0.06089898425427938,0.016442372250592877,0.0084743584951483,0.04097460404503679,0.03828999867906236,0.004919452010163113,0.024070980673094114,0.015319347730678052,0.016445123428842072,0.0029854741808139065,0.028161630261117464,0.01948391699589479,0.02800055960478593,0.027525410706590394,0.03741941129092766,0.026842044892084194,0.03922410039020441
成长红利量化选股,3.664097208349128,63.714320071522806,0.029764948265298886,0.5056911375062593,0.1843614781342837,0.09409885366139843,0.03502885462694928,0.02919620236403745,0.007152388336865399,1.8350561574514204e-08,0.06400356027376211,0.036863947604492,1.8350561574514204e-08,0.030967820342190706,0.036422506639739276,0.014724013470248645,0.021098980151976775,0.0631760471389297,0.015341877007440935,0.033749857174043475,0.03301055015381756,0.05752917555057497,0.013770819217674124,0.03010444475271589,0.014626718748889435,0.005061213290575839,0.015823377310972456,0.08524784556204235,1.8350561574514204e-08,1.8350561574514204e-08,0.006422861872248491,0.054642265411402796,0.002159677548583436,0.02622339323206467,0.12153257642579636,0.018736327173631082,0.03328377155469009
房地产etf增强,5.606733585977286,44.96195423276709,0.32525465743271004,0.4934090385848472,0.09261714124869598,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,0.06901327370604345,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,0.9309855243279894,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08,4.006553223848929e-08
旅游etf增强,22.398513085965607,11.518535605963518,0.0716489927840692,0.4998272741450678,0.1025120755281624,0.24459835006491698,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,0.020324766237920212,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,0.03226012463259065,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,0.6750599586627695,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,9.349682273046559e-09,0.027756547960381225
朝花夕拾策略,37.60880155408947,3.566519224225927,0.2328901006198065,0.49699864920407966,0.10114113127358203,0.008146468275304049,0.012887971584571814,9.76502040791615e-08,9.76502040791615e-08,0.008436782332031396,0.007281092166754519,0.019100282267679913,0.027764491925011674,0.040826085572436235,9.76502040791615e-08,0.01488696891227633,0.009289073313234317,9.76502040791615e-08,0.14742856741096302,0.07260214553122395,0.12220522674670338,9.76502040791615e-08,0.012862094280490836,0.05902886481442458,0.22166762331316597,9.76502040791615e-08,0.020679383717844033,9.76502040791615e-08,9.76502040791615e-08,9.76502040791615e-08,0.0799215165779775,0.015121720002882633,0.08650030847699469,0.006081752360254258,9.76502040791615e-08,0.007280506265530044,9.76502040791615e-08
机器人ETF优选策略,14.447280607405663,20.78427536696933,0.16353419483921294,0.5066893785147145,0.11434870442678917,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,0.5191192009844161,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,0.26624294664715487,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,0.21463697358514053,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08,3.030287201561999e-08
杠铃,15.258041774013194,18.395213543670643,0.09675069927392305,0.4992941860389894,0.0859605068224111,0.10057299210205063,1.657433145091215e-08,0.009652571683895904,0.009055009711168202,1.657433145091215e-08,0.011391853113008877,0.008879520874985333,1.657433145091215e-08,0.04683704325225048,0.006573806501851864,0.007638331474774078,0.017349429446623578,0.0009397591150123799,0.07234827153188049,0.06301138854458162,0.022742398265697367,0.006752278761049285,0.002116547889087296,0.0009218539917871042,0.00472930396141652,0.012200273312027471,0.005110584414278927,0.11947641884795106,0.00513827175575499,0.005051084991526958,0.003632296496190318,0.022365826441217256,1.657433145091215e-08,0.06180690350219947,0.3668747853800763,1.657433145091215e-08,0.0068311117659990254
沪深300增强策略,6.361205520810587,64.2243882764184,0.2280962755200305,0.5273200092959698,0.08790893624171603,0.11789236622732117,0.03226186822890822,1.0414782522706121e-07,1.0414782522706121e-07,1.0414782522706121e-07,0.1165577355552716,1.0414782522706121e-07,1.0414782522706121e-07,0.11685041122403195,1.0414782522706121e-07,0.05435213381011434,0.06365334827183237,1.0414782522706121e-07,0.23973675495651117,1.0414782522706121e-07,1.0414782522706121e-07,1.0414782522706121e-07,1.0414782522706121e-07,0.04197259282863426,0.021874896303599817,0.03547029862681109,1.0414782522706121e-07,1.0414782522706121e-07,1.0414782522706121e-07,1.0414782522706121e-07,0.05512804097973204,1.0414782522706121e-07,0.07627015101565464,0.027977423162898057,1.0414782522706121e-07,1.0414782522706121e-07,1.0414782522706121e-07
游戏etf增强,14.704322081645817,22.195799876466953,0.1603364526384922,0.4997693964580526,0.12239381163816225,2.143606671146086e-08,0.999999335481932,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08,2.143606671146086e-08
煤炭周期优选动态轮动策略,4.523070402783023,68.60366041218087,0.19514253394765058,0.547385238430604,0.09142148069700169,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,0.9999945355738021,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07,1.762718128356904e-07
申万动量,14.470807886242167,21.817410460733527,0.18815871788962618,0.4976526719925707,0.11531549872961172,0.0081229295533571,7.352719477894587e-09,7.352719477894587e-09,0.07337430066056468,7.352719477894587e-09,0.06489310700832705,7.352719477894587e-09,7.352719477894587e-09,0.041591639102482474,0.037856834795526165,0.00043505980528519704,0.08495412499174004,0.030999495226707405,0.14450069813048783,0.08572795686059771,0.005423856797710918,7.352719477894587e-09,7.352719477894587e-09,7.352719477894587e-09,0.051713249649815406,0.008815483544000016,0.06263988863437607,0.14282085173892003,7.352719477894587e-09,0.009499170606649694,0.013289810424376148,0.12531410670410476,7.352719477894587e-09,7.352719477894587e-09,7.352719477894587e-09,7.352719477894587e-09,0.008027340179618005
科创参数加强板,6.446172906989365,18.36668425925926,0.029805347328887132,0.5044845744912286,0.2715785798924655,2.0891341615252653e-08,2.0891341615252653e-08,0.002143472588883016,2.0891341615252653e-08,2.0891341615252653e-08,0.0706912235404585,2.0891341615252653e-08,0.007910861663073497,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,0.0250178205032682,0.8489454675091969,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,0.03506979371667859,2.0891341615252653e-08,0.01022083819490095,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08,2.0891341615252653e-08
综合全,51.0654301750254,6.768233506728854,0.5342910863613629,0.4972600286884971,0.12876634421043714,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,0.14528763538309544,1.068436300249316e-08,0.026509379519479553,1.068436300249316e-08,1.068436300249316e-08,0.10417051735909676,0.41080819832091364,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,0.25559348671841753,1.068436300249316e-08,1.068436300249316e-08,1.068436300249316e-08,0.057630504905559043,1.068436300249316e-08,1.068436300249316e-08
综合拆分1,40.25396269697814,8.722060466890419,0.5536750178393015,0.49655369618716994,0.12353221439365764,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,0.15862937074978714,1.0944015405862057e-08,0.023346976022210683,1.0944015405862057e-08,1.0944015405862057e-08,0.12019336009336887,0.3222544652142701,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,0.1685612654076353,1.0944015405862057e-08,1.0944015405862057e-08,1.0944015405862057e-08,0.1802510964826825,0.02676319242966008,1.0944015405862057e-08
综合拆分2,47.72146126966178,7.641566178496743,0.541199742563257,0.49875932441307447,0.11125896656246197,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,0.14475283045290321,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,0.09172117338405103,0.2942517604054665,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,0.25886506867874964,9.003173967628838e-09,9.003173967628838e-09,9.003173967628838e-09,0.2104089239931325,9.003173967628838e-09,9.003173967628838e-09
行业etf增强,43.48947165597939,8.46680820880957,0.5105836560641976,0.49995605662907516,0.09532427627902688,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,0.10611915611612166,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,0.23355755771446132,0.061272341535013486,1.2748931543353004e-08,0.0587491707811776,1.2748931543353004e-08,0.06094959732528619,0.09371886920072377,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,1.2748931543353004e-08,0.277312687418008,0.03750277198655386,0.07081755469722861
计算机ETF优选策略,7.998487819048814,35.902680147168795,0.21880365234239696,0.51380342714858,0.09389957580884882,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,0.9999982385081849,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08,5.6822316616980995e-08
通信etf增强,18.89212715041112,20.59472354200763,0.20613017120773108,0.49693150269338204,0.2244399810688887,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,0.23925534298444695,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,0.1428256398181264,5.029973149313824e-09,0.6179188713282054,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09,5.029973149313824e-09
